Date Stamp	Vacio [mBar]	Time Stamp
2020-01-28 13:43:16	5.020e+02	1580218996.765312
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-03 12:14:52,2.600e-03,1580732092.3983693
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-03 12:16:23,2.590e-03,1580732183.1561952
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-25 11:01:47,9.170e+02,1582628507.4456434
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-25 11:02:56,9.170e+02,1582628576.7229588
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-25 11:27:05,9.190e+02,1582630025.0710697
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-26 09:27:19,9.200e+02,1582709239.115734
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-26 12:44:28,9.180e+02,1582721068.2043848
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-27 09:08:31,9.190e+02,1582794511.9180899
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-27 09:16:21,9.230e+02,1582794981.3476481
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-27 09:19:21,9.200e+02,1582795161.3523586
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-27 09:35:00,9.210e+02,1582796100.6165013
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-27 09:39:25,9.200e+02,1582796365.974292
Date Stamp	Vacio [mBar]	Time Stamp
2020-02-27 11:22:35,9.210e+02,1582802555.0203753
